prodID,pName,brand,category,quantityAvailable,price,discount,discountedPrice,profitPerUnit
PR3231,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,1604,390.0,12.82,340.0,102.0
PR3232,Allure Auto CM 1956 Car Mat Tata Bolt,Allure Auto,Car Interior & Exterior,9269,4900.0,67.37,1599.0,287.82
PR3233,Smiledrive Car Rear View Mirror Phone Hanger - Multi-Purpose Stand,Smiledrive,Car Electronics & Accessories,8179,599.0,50.08,299.0,71.76
PR3234,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,7659,490.0,18.37,400.0,136.0
PR3235,Ruchiworld Marble Pot Showpiece  -  4 cm,Ruchiworld,Ethnic,6516,1950.0,35.9,1250.0,187.5
PR3236,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,Voylla,Necklaces,1679,469.0,36.25,299.0,47.84
PR3237,Retina Steering Mobile Holder,Retina,Car Electronics & Accessories,9046,399.0,63.66,145.0,52.2
PR3238,Total Furnishing Jaipuri Handmade Painted Tray Showpiece  -  6 cm,Total Furnishing,Ethnic,6410,290.0,3.45,280.0,58.8
PR3239,Voylla Silver Necklace,Voylla,Necklaces,3214,800.0,52.62,379.0,75.8
PR3240,Allure Auto CM 793 Car Mat Maruti Ritz,Allure Auto,Car Interior & Exterior,6858,4200.0,67.14,1380.0,427.8
PR3241,Wowww Metal Necklace,Wowww,Necklaces,2039,1200.0,58.42,499.0,54.89
PR3242,Kraftnation Terracotta Blue Red Golden Pot Showpiece  -  23.75 cm,Kraftnation,Ethnic,8467,750.0,20.0,600.0,186.0
PR3243,Vibrandz Grab Smart Phone Holder - MLVC-04,Vibrandz,Car Electronics & Accessories,4474,774.0,47.03,410.0,86.1
PR3244,Voylla Artificial Classic Plain Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,8886,469.0,36.25,299.0,62.79
PR3245,Allure Auto CM 2115 Car Mat Toyota Camry,Allure Auto,Car Interior & Exterior,3352,4900.0,67.37,1599.0,639.6
PR3246,Voylla Artificial Beaded Plain Silver Plated Alloy Necklace,Voylla,Necklaces,1124,999.0,54.55,454.0,136.2
PR3247,Amzer Swiveling Air Vent Mount for LG G Pro 2 F350,Amzer,Car Electronics & Accessories,6146,1399.0,0.0,1399.0,363.74
PR3248,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,9509,400.0,4.75,381.0,110.49
PR3249,Allure Auto CM 1182 Car Mat Hyundai SantaFe,Allure Auto,Car Interior & Exterior,7539,4900.0,67.37,1599.0,239.85
PR3250,Bright Home Appliances Kadhai 2.5 L,Bright Home Appliances,Pots & Pans,2243,770.0,0.0,770.0,130.9
PR3251,Miracle Rolling Pizza Cutter,Miracle,Kitchen Implements,4216,250.0,24.4,189.0,66.15
PR3252,Voylla Artificial Classic Plain Crystal Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,4975,459.0,30.5,319.0,41.47
PR3253,Ndura Tawa 28 cm diameter,Ndura,Pots & Pans,7822,795.0,41.01,469.0,126.63
PR3254,Allure Auto CM 1071 Car Mat Maruti Esteem,Allure Auto,Car Interior & Exterior,1726,4900.0,67.37,1599.0,159.9
PR3255,Allure Auto CM 1770 Car Mat Mahindra Xylo,Allure Auto,Car Interior & Exterior,6165,4900.0,67.37,1599.0,415.74
PR3256,Seema's Craft Creation Shubh - Laabh: Ganesha Showpiece  -  15 cm,Seema's Craft Creation,Ethnic,7020,999.0,40.04,599.0,143.76
PR3257,Aaradhi Turquoise Stone Necklace,Aaradhi,Necklaces,5252,2000.0,50.05,999.0,299.7
PR3258,Allure Auto CM 1617 Car Mat Hyundai i10,Allure Auto,Car Interior & Exterior,1040,4900.0,67.37,1599.0,463.71
PR3259,Urdiva Fashions Crystal Necklace,Urdiva Fashions,Necklaces,2173,499.0,69.94,150.0,31.5
PR3260,CookAid Stainless Steel with Lid Kadhai 1.2 L,CookAid,Pots & Pans,6370,759.0,0.0,759.0,197.34
PR3261,Vastradi 3 Layer Brass Necklace,Vastradi,Necklaces,7781,2495.0,80.0,499.0,69.86
PR3262,Tosiba Kadhai 500 ML,Tosiba,Pots & Pans,9416,500.0,38.0,310.0,65.1
PR3263,Voylla Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,6639,319.0,20.06,255.0,84.15
PR3264,"Vinnis Bella Plastic, Acrylic Necklace",Vinnis,Necklaces,9129,650.0,60.0,260.0,54.6
PR3265,Allure Auto CM 1247 Car Mat Tata Grand Dicor,Allure Auto,Car Interior & Exterior,7572,4900.0,67.37,1599.0,223.86
PR3266,"UpTown Metal, Alloy Necklace",UpTown,Necklaces,5647,450.0,11.33,399.0,87.78
PR3267,Twella Creations Twella Magic Metal Necklace,Twella Creations,Necklaces,8945,700.0,77.86,155.0,17.05
PR3268,Voylla Silver Plated Alloy Necklace,Voylla,Necklaces,1533,889.0,55.12,399.0,111.72
PR3269,Gear X Sports Mount 2,Gear X,Car Electronics & Accessories,3365,1299.0,26.87,950.0,171.0
PR3270,Kosher Kadhai 5 L,Kosher,Pots & Pans,7676,592.0,0.0,592.0,165.76
PR3271,Hawkins Futura Hard Anodized Deep-Fry Pan 7.5 L 360 mm Kadhai 7.5 L,Hawkins,Pots & Pans,9261,2650.0,11.32,2350.0,846.0
PR3272,Voylla Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,2214,390.0,0.0,390.0,93.6
PR3273,Aahana Creations Cubic Zirconia Yellow Gold Plated Alloy Necklace,Aahana Creations,Necklaces,7459,1400.0,50.0,700.0,98.0
PR3274,Allure Auto CM 1685 Car Mat Tata Victa,Allure Auto,Car Interior & Exterior,5194,4900.0,67.37,1599.0,239.85
PR3275,Allure Auto CM 1567 Car Mat Chevrolet Enjoy,Allure Auto,Car Interior & Exterior,7103,4900.0,67.37,1599.0,175.89
PR3276,Tatvaarts Lady Bust Showpiece  -  29.21 cm,Tatvaarts,Ethnic,3221,11999.0,4.99,11400.0,2736.0
PR3277,Ona'S Rajasthani Puppet Showpiece  -  80 cm,Ona'S,Ona'S Showpieces,1612,1500.0,46.73,799.0,207.74
PR3278,Recon SuperChef Kadhai,Recon,Pots & Pans,2062,1100.0,35.0,715.0,243.1
PR3279,Allure Auto CM 469 Car Mat Hyundai Fluidic Verna,Allure Auto,Car Interior & Exterior,7999,2800.0,67.14,920.0,303.6
PR3280,"Vinnis Style Diva Metal, Acrylic, Alloy Necklace",Vinnis,Necklaces,5471,650.0,30.77,450.0,54.0
PR3281,Pigeon Gravy Premium with Lid Kadhai 6 L,Pigeon,Pots & Pans,2303,1333.0,0.0,1333.0,533.2
PR3282,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,4118,600.0,21.67,470.0,183.3
PR3283,Allure Auto CM 100 Car Mat Renault Koleos,Allure Auto,Car Interior & Exterior,3242,3150.0,57.14,1350.0,432.0
PR3284,Vaishali Bindi and Bangles Ceramic Necklace,Vaishali Bindi and Bangles,Necklaces,8807,800.0,70.0,240.0,64.8
PR3285,Allure Auto CM 1827 Car Mat Tata Victa,Allure Auto,Car Interior & Exterior,8693,4900.0,67.37,1599.0,335.79
PR3286,Allure Auto CM 1676 Car Mat Tata Indigo,Allure Auto,Car Interior & Exterior,6891,4900.0,67.37,1599.0,415.74
PR3287,Aaishwarya Crystal Alloy Necklace,Aaishwarya,Necklaces,3730,1399.0,50.04,699.0,188.73
PR3288,Allure Auto CM 952 Car Mat Renault Koleos,Allure Auto,Car Interior & Exterior,4029,4200.0,67.14,1380.0,220.8
PR3289,Voylla Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,7703,390.0,6.41,365.0,124.1
PR3290,3a Autocare xcent Car Mat Hyundai Xcent,3a Autocare,Car Interior & Exterior,8236,2600.0,32.69,1750.0,367.5
PR3291,Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace,Vijisan,Necklaces,1493,235.0,0.0,235.0,54.05
PR3292,Allure Auto CM 2049 Car Mat Mahindra Scorpio,Allure Auto,Car Interior & Exterior,2687,4900.0,67.37,1599.0,303.81
PR3293,Allure Auto CM 622 Car Mat Hyundai Xcent,Allure Auto,Car Interior & Exterior,3086,2450.0,62.45,920.0,248.4
PR3294,Vibrandz Colourful Phone Car Holder - MLVC-38,Vibrandz,Car Electronics & Accessories,9754,781.0,29.58,550.0,165.0
PR3295,Ambitione Car Holder,Ambitione,Car Electronics & Accessories,8839,599.0,70.78,175.0,57.75
PR3296,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,8662,600.0,21.67,470.0,61.1
PR3297,"Ndura Kadhai 1.7 L, 2 L",Ndura,Pots & Pans,6638,1881.0,37.8,1170.0,362.7
PR3298,Dailyware Tasara Kadhai 2.5 L,Dailyware,Pots & Pans,3017,899.0,14.46,769.0,169.18
PR3299,Voylla Alloy Necklace,Voylla,Necklaces,8766,610.0,50.33,303.0,75.75
PR3300,Star Metal Wok Kadhai 3.5 L,Star Metal,Pots & Pans,8614,850.0,17.76,699.0,188.73
PR3301,Wow Acrylic Necklace,Wow,Necklaces,8802,299.0,33.44,199.0,77.61
PR3302,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,2104,999.0,52.15,478.0,191.2
PR3303,Gaoyitech Car Airvent Mount,Gaoyitech,Car Accessories,3996,999.0,60.06,399.0,67.83
PR3304,Voylla Metal Necklace,Voylla,Necklaces,9812,440.0,22.73,340.0,119.0
PR3305,Nanson Kadhai 1.25 L,Nanson,Pots & Pans,5246,2240.0,30.36,1560.0,468.0
PR3306,Zaicus Shiny Drops Statement Alloy Necklace,Zaicus,Necklaces,5230,699.0,28.61,499.0,59.88
PR3307,A M International Alloy Necklace,A M International,Necklaces,7009,1450.0,64.83,510.0,168.3
PR3308,Black Diamond Non Stick Kadhai with SS Lid 24.5 cm Black Kadhai,Black Diamond,Pots & Pans,3787,1180.0,28.05,849.0,271.68
PR3309,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",Indian Art Villa,Pots & Pans,9961,1885.0,60.21,750.0,292.5
PR3310,Bestech Kadhai 4 L,Bestech,Pots & Pans,8575,1225.0,20.0,980.0,147.0
PR3311,Vamtek Kadhai 1.2 L,Vamtek,Pots & Pans,7915,570.0,20.0,456.0,127.68
PR3312,Smiledrive Flexible Mobile Spiderpod Holder-Use It In Car Many Way,Smiledrive,Car Electronics & Accessories,9593,599.0,33.39,399.0,123.69
PR3313,Suruchi Kadhai 4.5 L,Suruchi,Pots & Pans,4603,2145.0,55.01,965.0,299.15
PR3314,Importwala Indoor Water Fountain,Importwala,Water Fountains,1377,2825.0,0.0,2825.0,847.5
PR3315,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,5372,630.0,44.13,352.0,116.16
PR3316,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,3758,640.0,25.31,478.0,186.42
PR3317,Voylla Fabric Necklace,Voylla,Necklaces,4548,440.0,0.0,440.0,66.0
PR3318,Adimani Calrusz Scarf Fabric Necklace,Adimani,Necklaces,3590,3000.0,81.7,549.0,153.72
PR3319,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,4D Mats,Car Interior & Exterior,4604,5200.0,7.69,4800.0,768.0
PR3320,Volaliva Metal Choker,Volaliva,Necklaces,7776,1000.0,60.1,399.0,103.74
PR3321,Allure Auto CM 1142 Car Mat Chevrolet Optra,Allure Auto,Car Interior & Exterior,4481,4900.0,67.37,1599.0,559.65
PR3322,Allure Auto CM 1948 Car Mat Renault Scala,Allure Auto,Car Interior & Exterior,6692,4900.0,67.37,1599.0,575.64
PR3323,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,9391,300.0,5.33,284.0,36.92
PR3324,Allure Auto CM 1754 Car Mat Hyundai Sonata Embera,Allure Auto,Car Interior & Exterior,7467,4900.0,67.37,1599.0,479.7
PR3325,Twella Creations Twella Magic Metal Necklace,Twella Creations,Necklaces,8950,900.0,72.78,245.0,46.55
PR3326,Allure Auto CM 1375 Car Mat Nissan Teana,Allure Auto,Car Interior & Exterior,7324,4900.0,67.37,1599.0,623.61
PR3327,Allure Auto CM 1705 Car Mat Chevrolet Aveo,Allure Auto,Car Interior & Exterior,7856,4900.0,67.37,1599.0,415.74
PR3328,Wow Acrylic Necklace,Wow,Necklaces,4950,399.0,51.63,193.0,50.18
PR3329,Allure Auto CM 40 Car Mat Hyundai Elantra,Allure Auto,Car Interior & Exterior,9931,3150.0,57.14,1350.0,445.5
PR3330,ruchiworld rucoo27 Showpiece  -  5 cm,ruchiworld,Ethnic,6411,1599.0,59.35,650.0,169.0
PR3331,Bergner Kadhai NA L,Bergner,Pots & Pans,5590,1499.0,0.0,1499.0,149.9
PR3332,"VR Designers Acrylic, Metal Necklace",VR Designers,Necklaces,7647,800.0,70.0,240.0,84.0
PR3333,Allure Auto CM 181 Car Mat Hyundai Accent,Allure Auto,Car Interior & Exterior,1006,3150.0,57.14,1350.0,472.5
PR3334,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,Sygtech,Car Electronics & Accessories,3052,599.0,33.39,399.0,83.79
PR3335,Veinice Alloy Necklace,Veinice,Necklaces,5941,999.0,60.06,399.0,103.74
PR3336,Allure Auto CM 1902 Car Mat Hyundai i20,Allure Auto,Car Interior & Exterior,5403,4900.0,67.37,1599.0,367.77
PR3337,Black Diamond Non Stick Kadhai with Glass Lid 24 cm Kadhai,Black Diamond,Pots & Pans,8442,1240.0,10.0,1116.0,122.76
PR3338,"Voylla Pearl Metal, Alloy Necklace",Voylla,Necklaces,8850,450.0,17.78,370.0,129.5
PR3339,Amzer Swiveling Air Vent Mount for HTC One M8,Amzer,Car Electronics & Accessories,2755,1399.0,0.0,1399.0,321.77
PR3340,Allure Auto CM 1840 Car Mat Volkswagen Beetle,Allure Auto,Car Interior & Exterior,5015,4900.0,67.37,1599.0,495.69
PR3341,NEHP NEH003 Showpiece  -  7.62 cm,NEHP,NEHP Showpieces,7881,299.0,0.0,299.0,89.7
PR3342,"VR Designers Metal, Bone Necklace",VR Designers,Necklaces,9413,1000.0,72.5,275.0,71.5
PR3343,Allure Auto CM 578 Car Mat Chevrolet Tavera,Allure Auto,Car Interior & Exterior,1320,2450.0,62.45,920.0,92.0
PR3344,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,Voylla,Necklaces,7417,469.0,31.77,320.0,70.4
PR3345,Ahuja Shiny AHUJA SUH-15XT Outdoor PA System,Ahuja,Public Address Systems,2147,1510.0,0.0,1510.0,483.2
PR3346,Allure Auto CM 679 Car Mat Tata Grand Dicor,Allure Auto,Car Interior & Exterior,1437,2450.0,62.45,920.0,156.4
PR3347,"Trinketbag Pearls & Seep Fabric, Metal Necklace",Trinketbag,Necklaces,7091,699.0,30.04,489.0,127.14
PR3348,Kalash Kadhai 11.5 L,Kalash,Pots & Pans,8439,4000.0,60.4,1584.0,601.92
PR3349,Allure Auto CM 1338 Car Mat Mahindra Quanto,Allure Auto,Car Interior & Exterior,6731,4900.0,67.37,1599.0,447.72
PR3350,Trinketbag Red Tie Alloy Necklace,Trinketbag,Necklaces,8006,499.0,30.06,349.0,38.39
PR3351,Neopack Universal Screen Mount,Neopack,Car Electronics & Accessories,8159,799.0,37.55,499.0,49.9
PR3352,VR Designers Glass Necklace,VR Designers,Necklaces,9194,400.0,62.5,150.0,33.0
PR3353,Allure Auto CM 1783 Car Mat Maruti Gypsy,Allure Auto,Car Interior & Exterior,1909,4900.0,67.37,1599.0,303.81
PR3354,Volaliva Metal Choker,Volaliva,Necklaces,8368,750.0,46.8,399.0,75.81
PR3355,SignKraft Showpiece  -  30 cm,SignKraft,Ethnic,1589,599.0,0.0,599.0,227.62
PR3356,Amzer Anywhere Magnetic Vehicle Mount for HTC One M8,Amzer,Car Electronics & Accessories,5668,1699.0,0.0,1699.0,424.75
PR3357,Zakaah Jewels Sterling Silver Plated Stone Necklace,Zakaah Jewels,Necklaces,3310,999.0,50.05,499.0,139.72
PR3358,Allure Auto CM 1858 Car Mat Daewoo Matiz,Allure Auto,Car Interior & Exterior,4983,4900.0,67.37,1599.0,623.61
PR3359,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,5838,409.0,47.68,214.0,66.34
PR3360,Accessory Mart TF Car Mat Toyota Fortuner,Accessory Mart,Car Interior & Exterior,9592,6000.0,38.77,3674.0,587.84
PR3361,Allure Auto CM 546 Car Mat Tata Sumo,Allure Auto,Car Interior & Exterior,7912,2800.0,67.14,920.0,156.4
PR3362,Rajrang Wooden BSW018 Showpiece  -  28 cm,Rajrang,Ethnic,1056,3845.0,59.06,1574.0,535.16
PR3363,Allure Auto CM 1925 Car Mat Maruti Gypsy,Allure Auto,Car Interior & Exterior,1347,4900.0,67.37,1599.0,559.65
PR3364,Allure Auto CM 1471 Car Mat Hyundai Sonata Fluidic,Allure Auto,Car Interior & Exterior,2258,4900.0,67.37,1599.0,527.67
PR3365,Shoppingtara Amabari Marble Plate Showpiece  -  7 cm,Shoppingtara,Shoppingtara Showpieces,7281,1650.0,42.48,949.0,218.27
PR3366,Allure Auto CM 699 Car Mat Toyota Etios Cross,Allure Auto,Car Interior & Exterior,3822,2450.0,62.45,920.0,276.0
PR3367,Allure Auto CM 1067 Car Mat Maruti Celerio,Allure Auto,Car Interior & Exterior,5947,4900.0,67.37,1599.0,527.67
PR3368,Villcart Brass Bail Gadi Showpiece  -  5.5 cm,Villcart,Villcart Showpieces,1341,680.0,0.0,680.0,149.6
PR3369,Allure Auto CM 307 Car Mat Ford Fiesta,Allure Auto,Car Interior & Exterior,9091,2800.0,67.14,920.0,239.2
PR3370,Allure Auto CM 1579 Car Mat Fiat Linea,Allure Auto,Car Interior & Exterior,1218,4900.0,67.37,1599.0,543.66
PR3371,Allure Auto CM 1417 Car Mat Volkswagen Passat,Allure Auto,Car Interior & Exterior,5221,4900.0,67.37,1599.0,591.63
PR3372,Swethamber Arts brass musical lady set of 4 statue Showpiece  -  7 cm,Swethamber Arts,Ethnic,9688,3500.0,5.71,3300.0,1023.0
PR3373,Allure Auto CM 586 Car Mat Fiat Palio,Allure Auto,Car Interior & Exterior,6544,2450.0,62.45,920.0,239.2
PR3374,Vaishali Bindi and Bangles Ceramic Necklace,Vaishali Bindi and Bangles,Necklaces,9290,1100.0,70.0,330.0,75.9
PR3375,Zaicus Beads Collar Necklaces Statement Alloy Necklace,Zaicus,Necklaces,8776,699.0,57.22,299.0,47.84
PR3376,Vtc Thumb Up Mobile Stand (Pink),Vtc,Car Electronics & Accessories,3501,499.0,82.16,89.0,14.24
PR3377,Maple Universal with lid Kadhai 0.025 L,Maple,Pots & Pans,2400,1385.0,27.87,999.0,279.72
PR3378,Volaliva Metal Choker,Volaliva,Necklaces,2408,500.0,40.0,300.0,75.0
PR3379,Fly FLY Universal Can/Cup Holder for Car,Fly,Car Electronics & Accessories,8634,599.0,33.39,399.0,91.77
PR3380,Easy Hi-five Hand Shape Universal mobile holder,Easy,Car Electronics & Accessories,7226,599.0,66.78,199.0,65.67
PR3381,CookAid Stainless Steel with Lid Kadhai 1.2 L,CookAid,Pots & Pans,1539,759.0,0.0,759.0,212.52
PR3382,Disney Cars Customs Traditional Pinata,Disney,Balloons & Decoration,7648,175.0,0.0,175.0,35.0
PR3383,Allure Auto CM 266 Car Mat Tata Vista,Allure Auto,Car Interior & Exterior,8676,3150.0,57.14,1350.0,526.5
PR3384,OK Small Kadhai 1.5 L,OK,Pots & Pans,3880,1010.0,15.05,858.0,257.4
PR3385,Peacock Kadhai 3.8 L,Peacock,Pots & Pans,7262,1155.0,0.0,1155.0,173.25
PR3386,Voylla Alloy Necklace,Voylla,Necklaces,7180,420.0,1.43,414.0,128.34
PR3387,Aaradhi Divya Mantra Green Aventurine Gemstone Positive Energy Stone Necklace,Aaradhi,Necklaces,2133,1800.0,61.17,699.0,111.84
PR3388,Aeoss Bike Phone Support Mobile holder,Aeoss,Car Electronics & Accessories,9531,499.0,35.07,324.0,97.2
PR3389,"Youshine Metal, Stone Necklace",Youshine,Necklaces,5841,995.0,49.95,498.0,64.74
PR3390,Ziveg Alloy Necklace,Ziveg,Necklaces,5240,840.0,40.6,499.0,109.78
PR3391,Leo Natura Paniarakkal 7 Hole Kadhai NA L,Leo Natura,Pots & Pans,6425,780.0,16.79,649.0,149.27
PR3392,Zaisch Metal Necklace,Zaisch,Necklaces,2337,524.0,50.0,262.0,89.08
PR3393,Voylla Artificial Alloy Necklace,Voylla,Necklaces,9013,450.0,6.89,419.0,167.6
PR3394,Zakaah Jewels Sterling Silver Plated Stone Necklace,Zakaah Jewels,Necklaces,2969,999.0,50.05,499.0,164.67
PR3395,Voylla Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,1184,889.0,59.62,359.0,53.85
PR3396,VR Designers Glass Necklace,VR Designers,Necklaces,9920,400.0,62.5,150.0,54.0
PR3397,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,2173,360.0,13.89,310.0,65.1
PR3398,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,6006,510.0,39.22,310.0,40.3
PR3399,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,2320,510.0,19.61,410.0,123.0
PR3400,Twella Creations Twella Magic Glass Necklace,Twella Creations,Necklaces,6304,500.0,64.0,180.0,43.2
PR3401,Aaradhi Divya Mantra Hematite Gemstone Guru Bead Meditation Mala Stone Necklace,Aaradhi,Necklaces,4119,2500.0,60.04,999.0,379.62
PR3402,VR Designers Glass Necklace,VR Designers,Necklaces,5409,400.0,70.0,120.0,20.4
PR3403,3a AUTOCARE Car Mat Nissan Terrano,3a AUTOCARE,Car Interior & Exterior,8689,3200.0,29.38,2260.0,497.2
PR3404,Vaartha Hard Anodised 3.5 L Kadhai 3.5 L,Vaartha,Pots & Pans,2665,1800.0,44.44,1000.0,360.0
PR3405,A M International Alloy Necklace,A M International,Necklaces,8404,1499.0,62.98,555.0,66.6
PR3406,Allure Auto CM 1806 Car Mat Renault Scala,Allure Auto,Car Interior & Exterior,6620,4900.0,67.37,1599.0,399.75
PR3407,Voylla Crystal Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,1567,429.0,27.97,309.0,83.43
PR3408,Aaradhi Divya Mantra Red Jasper Chip Gemstone Courage Stone Necklace,Aaradhi,Necklaces,7976,1800.0,61.17,699.0,230.67
PR3409,Malhar Niko Male Doll Showpiece  -  25 cm,Malhar,Malhar Showpieces,5344,6395.0,15.0,5436.0,706.68
PR3410,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,5497,450.0,0.0,450.0,180.0
PR3411,Sumeet Hard Anodised 14 Kadhai 3 L,Sumeet,Pots & Pans,8561,1760.0,40.62,1045.0,261.25
PR3412,Allure Auto CM 1885 Car Mat Hyundai Accent,Allure Auto,Car Interior & Exterior,7587,4900.0,67.37,1599.0,591.63
PR3413,Shopaholic Dual Car Mount - JHD-20HD12,Shopaholic,Car Electronics & Accessories,4826,999.0,25.03,749.0,142.31
PR3414,Ziveg Alloy Necklace,Ziveg,Necklaces,2251,800.0,43.88,449.0,107.76
PR3415,Allure Auto CM 1844 Car Mat Volkswagen Polo,Allure Auto,Car Interior & Exterior,6920,4900.0,67.37,1599.0,463.71
PR3416,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,Voylla,Necklaces,1832,469.0,36.25,299.0,107.64
PR3417,Allure Auto CM 249 Car Mat Skoda Superb,Allure Auto,Car Interior & Exterior,4612,3150.0,57.14,1350.0,378.0
PR3418,Allure Auto CM 1000 Car Mat Chevrolet Optra,Allure Auto,Car Interior & Exterior,1313,4900.0,67.37,1599.0,239.85
PR3419,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,1878,409.0,31.78,279.0,69.75
PR3420,Bull's Eye Magnetic Cradle-Less Hinge Technology World'S Smallest Ball Head Type Car Mobile Holder Black,Bull's Eye,Car Accessories,8687,2199.0,27.29,1599.0,559.65
PR3421,Voylla Artifictial Classic Plain Yellow Gold Plated Alloy Necklace,Voylla,Necklaces,7447,439.0,33.49,292.0,43.8
PR3422,Allure Auto CM 1160 Car Mat Ford Figo,Allure Auto,Car Interior & Exterior,7732,4900.0,67.37,1599.0,415.74
PR3423,Zephyrr Alloy Necklace,Zephyrr,Necklaces,4591,1100.0,59.18,449.0,76.33
PR3424,Allure Auto CM 124 Car Mat Tata Vista,Allure Auto,Car Interior & Exterior,4999,3150.0,57.14,1350.0,445.5
PR3425,"Vinnis Metal, Alloy, Enamel Necklace",Vinnis,Necklaces,1918,550.0,27.45,399.0,91.77
PR3426,Allure Auto CM 1541 Car Mat Tata Sumo Grand,Allure Auto,Car Interior & Exterior,3044,4900.0,67.37,1599.0,255.84
PR3427,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,9172,530.0,18.87,430.0,150.5
PR3428,Allure Auto CM 663 Car Mat Nissan Micra,Allure Auto,Car Interior & Exterior,8203,2450.0,62.45,920.0,340.4
PR3429,Twella Creations Evergreen Glass Necklace,Twella Creations,Necklaces,1955,500.0,63.0,185.0,57.35
PR3430,Zaisch Metal Necklace,Zaisch,Necklaces,8698,496.0,48.99,253.0,86.02
PR3431,Dailyware Kadhai 1.5 L,Dailyware,Pots & Pans,9091,689.0,14.51,589.0,206.15
PR3432,MCB Exports Decorative Wooden Pot Showpiece  -  34 cm,MCB Exports,Ethnic,3635,2999.0,10.0,2699.0,701.74
PR3433,"Vinnis Rolling Starlight Alloy, Enamel Necklace",Vinnis,Necklaces,5361,599.0,24.87,450.0,153.0
PR3434,Kalash Kadhai 3.5 L,Kalash,Pots & Pans,8426,1155.0,52.47,549.0,109.8
PR3435,Allure Auto CM 382 Car Mat Nissan Terrano,Allure Auto,Car Interior & Exterior,9932,2800.0,67.14,920.0,202.4
PR3436,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,5436,500.0,20.0,400.0,136.0
PR3437,OBS 360 Rotating Supper Vaccum Suction Car Mount Holder Stand yellow,OBS,Car Electronics & Accessories,9123,550.0,80.0,110.0,23.1
PR3438,3a AUTOCARE Car Mat Maruti Ertiga,3a AUTOCARE,Car Interior & Exterior,9806,2500.0,16.4,2090.0,752.4
PR3439,Aaradhi Divya Mantra Red Jasper Guru Bead Meditation Mala Stone Necklace,Aaradhi,Necklaces,3960,2500.0,60.04,999.0,339.66
PR3440,Metallino Kadhai NA L,Metallino,Pots & Pans,6402,1110.0,35.05,721.0,144.2
PR3441,Volaliva Metal Choker,Volaliva,Necklaces,2344,1000.0,50.1,499.0,69.86
PR3442,Allure Auto CM 2015 Car Mat HM Ambassador,Allure Auto,Car Interior & Exterior,6237,4900.0,67.37,1599.0,335.79
PR3443,Pebbleyard Kadhai 1 L,Pebbleyard,Pots & Pans,4326,1134.0,0.0,1134.0,306.18
PR3444,"Voylla Metal, Alloy Necklace",Voylla,Necklaces,2341,530.0,39.62,320.0,80.0
PR3445,Allure Auto CM 2047 Car Mat Mahindra New Scorpio,Allure Auto,Car Interior & Exterior,2916,4900.0,67.37,1599.0,511.68
PR3446,Black Stallion Jumbo Jet - without lid Kadhai 7.5 L,Black Stallion,Pots & Pans,4034,1140.0,0.0,1140.0,239.4
PR3447,Aaradhi Divya Mantra Hematite Guru Bead Meditation Mala Stone Necklace,Aaradhi,Necklaces,5158,2500.0,60.04,999.0,259.74
PR3448,Allure Auto CM 990 Car Mat Volkswagen Jetta,Allure Auto,Car Interior & Exterior,4533,4200.0,67.14,1380.0,165.6
PR3449,Neopack Car Stand Mobile Holder,Neopack,Car Electronics & Accessories,3132,799.0,37.55,499.0,159.68
PR3450,Aaishwarya Track to Vogue Alloy Necklace,Aaishwarya,Necklaces,7095,1799.0,66.7,599.0,107.82
